Id,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
6089,Jet Airways,27/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,12:15,19:00 28 Jun,30h 45m,2 stops,No info,14300
6090,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 13 Jun,12h 10m,1 stop,In-flight meal not included,8529
6091,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No info,10877
6092,IndiGo,21/05/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1 stop,No info,5386
6093,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,18:50,8h 5m,1 stop,No info,11622
6094,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15h 10m,1 stop,No info,10197
6095,Air Asia,21/05/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:30,5h 45m,1 stop,No info,8028
6096,IndiGo,1/06/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754
6097,Air India,03/03/2019,Banglore,New Delhi,BLR → HYD → DEL,08:15,21:25,13h 10m,1 stop,No info,6781
6098,SpiceJet,21/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
6099,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,No info,8266
6100,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,6144
6101,Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4544
6102,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,No info,14441
6103,Air India,12/06/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100
6104,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 19 May,18h,1 stop,No info,13067
6105,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,23:35 13 Jun,28h 40m,1 stop,In-flight meal not included,8529
6106,IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442
6107,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No info,6480
6108,Air India,03/03/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,11:20 07 Mar,24h 50m,1 stop,No info,11003
6109,Vistara,12/06/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,4668
6110,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 10 May,22h 10m,1 stop,No info,13941
6111,Vistara,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,8820
6112,Air India,9/03/2019,Delhi,Cochin,DEL → BLR → COK,17:45,23:00,5h 15m,1 stop,No info,9064
6113,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,10844
6114,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,15129
6115,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,6513
6116,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,No info,14676
6117,IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
6118,IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4174
6119,Jet Airways,9/03/2019,Delhi,Cochin,DEL → DED → BOM → COK,15:55,04:25 10 Mar,12h 30m,2 stops,No info,19172
6120,SpiceJet,12/04/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,4423
6121,SpiceJet,12/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No info,3873
6122,IndiGo,3/06/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 04 Jun,5h 45m,1 stop,No info,7189
6123,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 07 Jun,22h 10m,1 stop,No info,13731
6124,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,10:55 13 May,25h 20m,1 stop,No info,14151
6125,Air India,21/05/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667
6126,Jet Airways,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 23 Mar,33h 15m,2 stops,In-flight meal not included,8834
6127,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,19:10 02 May,22h 45m,1 stop,No info,11467
6128,Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,08:45,16:45,8h,1 stop,No info,12395
6129,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → HYD → COK,17:15,00:55 22 May,7h 40m,1 stop,No info,7858
6130,IndiGo,24/05/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804
6131,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 10 Jun,13h 20m,1 stop,In-flight meal not included,13469
6132,IndiGo,6/03/2019,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No info,7673
6133,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 10 Jun,25h,1 stop,No info,14151
6134,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,12:35 25 Jun,21h 35m,1 stop,In-flight meal not included,10262
6135,Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 25 Jun,26h 55m,2 stops,No info,13014
6136,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,12373
6137,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,In-flight meal not included,11399
6138,SpiceJet,6/05/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,3971
6139,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,In-flight meal not included,6007
6140,Air India,15/03/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,22:55,12h 25m,1 stop,No info,6383
6141,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,5740
6142,SpiceJet,15/06/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965
6143,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:10,21:20,14h 10m,2 stops,In-flight meal not included,5935
6144,IndiGo,6/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4174
6145,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8h 35m,1 stop,No info,7738
6146,Air India,24/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 25 May,21h 15m,2 stops,No info,10441
6147,Air India,15/03/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100
6148,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 07 Jun,25h 30m,1 stop,No info,14714
6149,Vistara,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50 10 Jun,25h 50m,1 stop,No info,9135
6150,Air India,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30 02 Apr,25h 40m,1 stop,No info,7893
6151,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,No info,12121
6152,Air India,9/06/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6094
6153,IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4423
6154,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,07:40 19 Mar,11h 5m,1 stop,In-flight meal not included,7832
6155,Vistara,3/04/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,5403
6156,SpiceJet,1/04/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841
6157,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,04:25 22 Mar,17h 40m,2 stops,No info,11093
6158,Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,7229
6159,IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823
6160,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,No info,11467
6161,IndiGo,1/05/2019,Kolkata,Banglore,CCU → BBI → BLR,07:10,12:40,5h 30m,1 stop,No info,6111
6162,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:55 10 May,17h 55m,1 stop,In-flight meal not included,8066
6163,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,21:00,16h 15m,1 stop,No info,7258
6164,Air India,27/03/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,4729
6165,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,18:50,9h 40m,1 stop,No info,15135
6166,Air India,24/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,01:20 25 May,15h 55m,2 stops,No info,12718
6167,Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678
6168,IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1 stop,No info,5298
6169,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,00:45 07 Mar,13h 5m,1 stop,No info,14815
6170,Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 25 Jun,22h 55m,2 stops,No info,13014
6171,SpiceJet,18/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,4491
6172,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:20,18:50,8h 30m,1 stop,No info,11421
6173,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,07:40 16 Mar,23h 40m,1 stop,No info,12284
6174,Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229
6175,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
6176,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 28 Jun,7h 30m,1 stop,In-flight meal not included,12898
6177,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,No info,13587
6178,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 19 May,19h 25m,1 stop,In-flight meal not included,12373
6179,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:20,15h 10m,1 stop,In-flight meal not included,5999
6180,Air India,18/05/2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,18:30,10h 10m,2 stops,No info,10907
6181,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,14151
6182,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 13 May,2h 50m,non-stop,No info,4591
6183,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,20:20,6h 15m,1 stop,No info,19225
6184,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,12:00 07 May,21h 55m,1 stop,In-flight meal not included,9663
6185,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,In-flight meal not included,10844
6186,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,13727
6187,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,14151
6188,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 28 Jun,18h 20m,1 stop,In-flight meal not included,10262
6189,SpiceJet,12/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,3873
6190,Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 25 Jun,8h 55m,2 stops,No info,13014
6191,Air India,21/06/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5510
6192,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,04:25 10 Mar,17h 40m,2 stops,No info,17282
6193,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,21:20,11h 35m,2 stops,No info,6653
6194,IndiGo,3/03/2019,Delhi,Cochin,DEL → MAA → COK,09:55,15:10,5h 15m,1 stop,No info,12214
6195,Air India,1/05/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,3625
6196,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,non-stop,No info,6860
6197,GoAir,24/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,3876
6198,Vistara,27/04/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No info,5613
6199,Air India,27/03/2019,Delhi,Cochin,DEL → NAG → BOM → COK,05:55,07:40 28 Mar,25h 45m,2 stops,No info,8971
6200,Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4030
6201,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:35 28 Mar,10h 35m,1 stop,No info,8075
6202,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No info,7005
6203,IndiGo,6/03/2019,Kolkata,Banglore,CCU → BLR,22:10,00:55 07 Mar,2h 45m,non-stop,No info,4778
6204,Vistara,9/05/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,3687
6205,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 10 Jun,16h 55m,1 stop,In-flight meal not included,10262
6206,Air India,3/03/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,07:40 04 Mar,25h 45m,2 stops,No info,15113
6207,IndiGo,6/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 07 May,14h 55m,1 stop,No info,6979
6208,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,6717
6209,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,23:00,14h 5m,1 stop,No info,16736
6210,Air India,15/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,19:50,8h,1 stop,No info,7192
6211,IndiGo,15/04/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:30,4h 10m,1 stop,No info,4226
6212,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1 stop,No info,9627
6213,Jet Airways,3/04/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,4757
6214,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,No info,14571
6215,Air Asia,1/04/2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1 stop,No info,5162
6216,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,16:20 19 May,23h 50m,1 stop,In-flight meal not included,10844
6217,SpiceJet,21/03/2019,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,non-stop,No check-in baggage included,3815
6218,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,09:30 07 Mar,21h 50m,1 stop,No info,17261
6219,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,07:40 07 Mar,10h 15m,1 stop,No info,16736
6220,SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841
6221,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,10844
6222,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,21:00,10h 15m,1 stop,No info,6838
6223,Air India,12/05/2019,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:15 13 May,25h 15m,1 stop,No info,6612
6224,Air India,09/03/2019,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,8851
6225,Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,08:45,19:55,11h 10m,1 stop,No info,12395
6226,Air Asia,24/06/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,4282
6227,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 22 May,13h 20m,1 stop,No info,14781
6228,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1 stop,No info,9646
6229,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 28 May,10h 30m,1 stop,No info,6628
6230,Vistara,18/06/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4668
6231,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,18:00,01:35 07 Mar,7h 35m,1 stop,No info,16863
6232,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12h,1 stop,No info,12192
6233,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 22 Mar,26h 10m,1 stop,No info,12719
6234,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 22 May,14h 45m,1 stop,In-flight meal not included,12898
6235,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 04 Jun,23h 15m,1 stop,In-flight meal not included,10262
6236,SpiceJet,24/05/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,7804
6237,IndiGo,18/04/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4174
6238,IndiGo,27/06/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2227
6239,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,09:00 16 Mar,10h 10m,1 stop,In-flight meal not included,11087
6240,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,18:50,10h 50m,1 stop,No info,11667
6241,Air India,6/03/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,7931
6242,IndiGo,12/06/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 13 Jun,2h 20m,non-stop,No info,5277
6243,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,No info,13626
6244,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 19 May,10h 10m,1 stop,In-flight meal not included,12373
6245,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:10,11h 40m,1 stop,In-flight meal not included,10031
6246,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,20:45 13 May,28h 15m,1 stop,In-flight meal not included,10844
6247,GoAir,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,6591
6248,Jet Airways,1/04/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 02 Apr,24h 45m,1 stop,In-flight meal not included,5406
6249,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,16:20 16 May,19h 10m,1 stop,In-flight meal not included,10844
6250,SpiceJet,27/05/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 28 May,1h 30m,non-stop,No info,2017
6251,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,12:35 10 May,26h 35m,1 stop,In-flight meal not included,12373
6252,Air India,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No info,8669
6253,Air Asia,27/03/2019,Delhi,Cochin,DEL → BLR → COK,07:55,15:45,7h 50m,1 stop,No info,6151
6254,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1 stop,No info,10348
6255,Jet Airways,24/03/2019,Banglore,New Delhi,BLR → DEL,19:55,22:35,2h 40m,non-stop,No info,8016
6256,IndiGo,12/06/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
6257,Air India,21/05/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5510
6258,Air India,18/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,3100
6259,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 28 Jun,24h 45m,1 stop,In-flight meal not included,10262
6260,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,14714
6261,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,In-flight meal not included,10262
6262,Air India,18/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:50,2h 50m,non-stop,No info,6961
6263,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 28 May,8h,1 stop,No info,6206
6264,Air India,15/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,08:15,22:55,14h 40m,2 stops,No info,7904
6265,Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35 28 Jun,17h 25m,2 stops,No info,12819
6266,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 16 Jun,14h 45m,1 stop,In-flight meal not included,10262
6267,IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4591
6268,Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 25 Jun,26h 55m,2 stops,In-flight meal not included,10368
6269,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12h 10m,1 stop,In-flight meal not included,11142
6270,Air India,6/04/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,4729
6271,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 10 May,12h 30m,1 stop,No info,9424
6272,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,15:30,6h 30m,1 stop,In-flight meal not included,15136
6273,Air India,18/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 19 May,14h 25m,2 stops,No info,12199
6274,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 13 Jun,16h 55m,1 stop,In-flight meal not included,10262
6275,IndiGo,3/04/2019,Delhi,Cochin,DEL → COK,14:20,17:35,3h 15m,non-stop,No info,4729
6276,SpiceJet,9/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
6277,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20 19 May,14h 25m,1 stop,No info,14388
6278,IndiGo,27/06/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754
6279,Air India,03/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,08:50,10:35 07 Mar,25h 45m,2 stops,No info,12358
6280,Air India,15/05/2019,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,04:40 16 May,19h 30m,2 stops,No info,6117
6281,Jet Airways,24/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 25 May,22h 55m,2 stops,No info,15129
6282,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 16 May,11h 5m,1 stop,No info,14388
6283,Air India,24/06/2019,Delhi,Cochin,DEL → MAA → COK,12:30,09:25 25 Jun,20h 55m,1 stop,No info,7480
6284,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1 stop,In-flight meal not included,10791
6285,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:05,04:25 28 Mar,21h 20m,1 stop,No info,12452
6286,IndiGo,21/05/2019,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:50,3h 55m,1 stop,No info,4226
6287,Vistara,15/04/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,5403
6288,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1 stop,No info,9646
6289,Air Asia,3/06/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,4282
6290,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,08:55,15:30,6h 35m,1 stop,No info,7845
6291,IndiGo,21/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3384
6292,IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
6293,IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597
6294,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,13587
6295,Air Asia,3/03/2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 04 Mar,14h 25m,1 stop,No info,13474
6296,IndiGo,21/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,3384
6297,Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,15129
6298,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15 22 May,25h 45m,1 stop,In-flight meal not included,8586
6299,IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 10 Jun,2h 50m,non-stop,No info,4591
6300,Jet Airways,27/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,12:35 28 Jun,24h 50m,2 stops,No info,13882
